log_10_fold_change,log_2_fold_change,UniProt_Accession,Gene,Protein_Description,UniProt_ID,Alternate_Names,Mouse_Gene_ID,Cellular_Location,Functional_Class,Vehicle_Rep1_31579,Vehicle_Rep2_31581,Vehicle_Mean,Vehicle_SD,Vehicle_SD_Percent,Testosterone_Rep1_31578,Testosterone_Rep2_31580,Testosterone_Mean,Testosterone_SD,Testosterone_SD_Percent,Fold_Change,UniProt_Valid,UniProt_Standard_Format,UniProt_Extended_Format,Replicate_Completeness,FC_Type,Confidence_Level
21.406840876577792,4.42,P97401,FRZB,frizzled related protein,FRZB,"AI536462, B430209H23, Fib-1, Tsk",MGI:96433,Extracellular Space,other,12124000.0,0.0,6062000.0,8572962.615105702,141.42135623730948,117360000.0,142110000.0,129735000.0,17500892.83436705,13.489723539805798,21.401352688881556,True,True,True,Missing_1,Normal,Medium
8.242031628960596,3.043,Q61592,GAS6,growth arrest specific 6,GAS6,"0610025O11Rik, 5530401P20Rik",MGI:96612,Extracellular Space,growth factor,34084000.0,0.0,17042000.0,24101027.529962286,141.4213562373095,121870000.0,159050000.0,140460000.0,26290230.124515835,18.717236312484577,8.241990376716348,True,True,True,Missing_1,Normal,Medium
6.65297678699925,2.734,P01029,C4A/C4B,complement C4A (Rodgers blood group),C4A,"C4, C4b, Slp, SlpA",MGI:103198,Extracellular Space,other,156370000.0,53963000.0,105166500.0,72412684.14097077,68.85527629137678,314990000.0,1084200000.0,699595000.0,543913607.1565043,77.74692602956057,6.652260938606876,True,True,True,Complete,Normal,High
3.858392738336553,1.948,Q9WVB4,SLIT3,slit guidance ligand 3,SLIT3,"Slil2, Slit1, b2b2362.1Clo",,Extracellular Space,other,0.0,76180000.0,38090000.0,53867394.59079119,141.42135623730948,38392000.0,255600000.0,146996000.0,153589249.72796762,104.48532594626224,3.8591756366500394,True,False,True,Missing_1,Normal,Medium
3.501565318777056,1.808,Q62059,VCAN,versican,VCAN,"5430420N07Rik, 9430051N09, Cspg2, DPEAAE, NG2",,Extracellular Space,other,4642900.0,95298000.0,49970450.0,64102835.959144585,128.2814862766787,22127000.0,327920000.0,175023500.0,216228303.93937793,123.5424408375892,3.502540001140674,True,True,True,Complete,Normal,High
3.4822022531844965,1.8,P51885,LUM,lumican,LUM,"Ldc, SLRR2D",MGI:97615,Extracellular Space,other,0.0,663200000.0,331600000.0,468953217.28291833,141.4213562373095,21871000.0,2287300000.0,1154585500.0,1601900208.196659,138.74244983993472,3.481862183353438,True,True,True,Missing_1,Normal,Medium
3.391679858532591,1.762,Q07235,SERPINE2,serpin family E member 2,SERPINE2,"B230326M24Rik, PAI-1, PI-7, PI7, PN-1",,Extracellular Space,other,0.0,148290000.0,74145000.0,104856864.58215313,141.42135623730948,251200000.0,251840000.0,251520000.0,452548.3399593904,0.1799253896148975,3.392271899656079,True,True,True,Missing_1,Normal,Medium
3.269341313953132,1.709,Q8VC60,GLB1L,galactosidase beta 1 like,GLB1L,"MIC-1, NAG-1, SBF",MGI:96756,Extracellular Space,other,0.0,4266100.0,2133050.0,3016588.2392199305,141.4213562373095,9570200.0,4380300.0,6975250.0,3669813.483680063,52.61192765392012,3.270082745364619,True,False,True,Missing_1,Normal,Medium
2.6629032264727415,1.413,P16110,LGALS3,galectin 3,LGALS3,"GBP, L-34, Mac-2, gal3",MGI:1339975,Extracellular Space,other,23095000.0,50856000.0,36975500.0,19629991.352519747,53.089184331570216,126760000.0,70218000.0,98489000.0,39981231.62184977,40.59461627374607,2.663628618950386,True,True,True,Complete,Normal,High
2.3521825005819297,1.234,Q9Z175,LOXL3,lysyl oxidase like 3,LOXL3,"Lor2, Loxl2",MGI:1339656,Extracellular Space,enzyme,26430000.0,0.0,13215000.0,18688832.22676045,141.42135623730948,42385000.0,19778000.0,31081500.0,15985563.00228428,51.4311181966259,2.3519863791146425,True,False,True,Missing_1,Normal,Medium
